iter	Logloss
186	0.02097717875
187	0.02097676843
188	0.02097635765
189	0.02097592861
190	0.02097589851
191	0.02097573159
192	0.02097560486
193	0.0209752316
194	0.02097494476
195	0.0208812557
196	0.0208811793
197	0.02088108847
198	0.02088103948
199	0.02088061089
200	0.0208804042
201	0.0208802904
202	0.02088018331
203	0.02087977848
204	0.02087976886
205	0.0208797474
206	0.02087962056
207	0.02087944609
208	0.02087914909
209	0.02087917614
210	0.02087902554
211	0.02087878927
212	0.02087884503
213	0.02087874218
214	0.02087864294
215	0.02087860851
216	0.02087857046
217	0.02087833559
218	0.02087795946
219	0.02087794622
220	0.02087787241
221	0.02087783667
222	0.02087766756
223	0.02079919729
224	0.02079916266
225	0.02079911634
226	0.02079872118
227	0.02079863707
228	0.02079845827
229	0.02079836589
230	0.02079816787
231	0.02079814056
232	0.02079799659
233	0.02079779799
234	0.0207975528
235	0.02079754103
236	0.02079487959
237	0.0207946954
238	0.02079455442
239	0.02079435632
240	0.02079393924
241	0.02079379981
242	0.02079362932
243	0.02079351578
244	0.0207920031
245	0.0207916553
246	0.02079162779
247	0.02079150476
248	0.02079141664
249	0.02079139318
250	0.02079139318
251	0.02079120724
252	0.02079089283
253	0.02079074412
254	0.02079056712
255	0.02079051482
256	0.02079016154
257	0.0207899993
258	0.02078988391
259	0.02078979803
260	0.02078971257
261	0.02078960827
262	0.02078939891
263	0.02078932435
264	0.02078929865
265	0.02078919209
266	0.02078920362
267	0.02078907918
268	0.0207878569
269	0.02078793057
270	0.0207878195
271	0.02078772508
272	0.02078742532
273	0.02075507174
274	0.02075490858
275	0.0207546499
276	0.02075447061
277	0.02075440986
278	0.0207543003
279	0.02075403317
280	0.0207539679
281	0.02075385036
282	0.02075387829
283	0.02075381521
284	0.02075384747
285	0.02075353835
286	0.0207535404
287	0.02075322735
288	0.02075317271
289	0.02075307021
290	0.02075278314
291	0.0207527653
292	0.02075261372
293	0.0207525617
294	0.02075248589
295	0.02075235875
296	0.02069292402
297	0.02059658003
298	0.02059620963
299	0.02050981443
300	0.02042806291
301	0.02042787238
302	0.02042785388
303	0.02042763579
304	0.0204275265
305	0.02042710317
306	0.02042700476
307	0.020426826
308	0.0204267407
309	0.02042669053
310	0.02042657713
311	0.02042651242
312	0.02042646319
313	0.02042638483
314	0.02042628689
315	0.02042619167
316	0.02042611066
317	0.0204259406
318	0.02042588264
319	0.0204257686
320	0.02042570114
321	0.02042545855
322	0.02042541717
323	0.0204252639
324	0.02042517836
325	0.02042423694
326	0.02042425118
327	0.02042425118
328	0.02042424212
329	0.02042411191
330	0.02042329155
331	0.02042259277
332	0.02042244056
333	0.02042203124
334	0.02042196233
335	0.02042172311
336	0.02042111726
337	0.02042101537
338	0.02042092176
339	0.02042089283
340	0.02042069025
341	0.02042067699
342	0.0204205662
343	0.02042042378
344	0.02042045221
345	0.02042045221
346	0.02042046699
347	0.02042032478
348	0.02042023012
349	0.02042014424
350	0.02042017159
351	0.02042012853
352	0.02041981536
353	0.02041961356
354	0.02041952002
355	0.02041885474
356	0.02041873782
357	0.02041869908
358	0.02041865838
359	0.02041852416
360	0.02041851868
361	0.02041850278
362	0.02041838317
363	0.02041809088
364	0.02041807959
365	0.02041789832
366	0.02041788122
367	0.02041695382
368	0.0204167823
369	0.02041667724
370	0.02039330687
371	0.02039324133
372	0.02039295555
373	0.02039274308
374	0.02039272116
375	0.02039269126
376	0.0203927476
377	0.02039270278
378	0.02039247976
379	0.02039248725
380	0.02039246809
381	0.02039230232
382	0.02039233562
383	0.02039223696
384	0.02039215149
385	0.02039207696
386	0.02039209221
387	0.02039194839
388	0.02039191584
389	0.02039179445
390	0.02039174149
391	0.02039161382
392	0.02039156888
393	0.02039150879
394	0.02039145399
395	0.02039136955
396	0.02039131603
397	0.02039130816
398	0.02039126248
399	0.02039098013
400	0.02039100541
401	0.02039093016
402	0.02039088444
403	0.02039090331
404	0.02039086368
405	0.02039081172
406	0.02039073185
407	0.02039068895
408	0.02039067463
409	0.02039042567
410	0.02039033253
411	0.0203901882
412	0.02039021546
413	0.02039013003
414	0.02039014166
415	0.02039004459
416	0.02039011873
417	0.02038953468
418	0.02038946649
419	0.02038939287
420	0.02038929145
421	0.02038932502
422	0.02038932502
423	0.02038920491
424	0.02038909793
425	0.02038905275
426	0.02038906373
427	0.02038895555
428	0.02038871872
429	0.02038859348
430	0.02038861782
431	0.02038856277
432	0.02038856277
433	0.02038856277
434	0.02038794517
435	0.02038790684
436	0.0203878237
437	0.02038786063
438	0.02038772474
439	0.0203872367
440	0.02038705291
441	0.02038689444
442	0.02038682892
443	0.02038671812
444	0.02038669056
445	0.02038659509
446	0.02038661833
447	0.02038652791
448	0.02038646661
449	0.02038639846
450	0.02038633542
451	0.02038633353
452	0.02038518278
453	0.02038512676
454	0.02038505515
455	0.02038501402
456	0.02038485862
457	0.02038464155
458	0.0203845387
459	0.02038451263
460	0.0203844329
461	0.02038436256
462	0.02038426251
463	0.02038429796
464	0.02038419621
465	0.02038422456
466	0.02038407575
467	0.02038389646
468	0.02038384928
469	0.02038380693
470	0.02038368553
471	0.02038346577
472	0.02038333938
473	0.02038331794
474	0.02038320242
475	0.0203830957
476	0.02038301382
477	0.02038283114
478	0.02038283114
479	0.02038274866
480	0.02038269227
481	0.02038259798
482	0.02038257108
483	0.02038248781
484	0.02038233158
485	0.0203823376
486	0.0203821502
487	0.02038218684
488	0.02038203396
489	0.02038196954
490	0.02038198027
491	0.02038178299
492	0.02038159765
493	0.02038148872
494	0.02038144044
495	0.02038130267
496	0.02038110197
497	0.02038094309
498	0.02038089374
499	0.02038079804
500	0.0203807452
501	0.02038058773
502	0.02038054458
503	0.02038052421
504	0.02038026941
505	0.02038026612
506	0.0203801734
507	0.02038008384
508	0.02037983944
509	0.02037989184
510	0.02037971817
511	0.02037968912
512	0.02037963154
513	0.02037946605
514	0.02037885388
515	0.02037863211
516	0.02037857677
517	0.02037850055
518	0.02037826908
519	0.02037828741
520	0.02037813235
521	0.02037811413
522	0.02037725674
523	0.02037688776
524	0.02037687445
525	0.02037685619
526	0.0203767366
527	0.02037676717
528	0.02037674106
529	0.02037662604
530	0.02037662604
531	0.02037666679
532	0.02037663785
533	0.02037657
534	0.02037647474
535	0.02037646737
536	0.02037618705
537	0.02037610177
538	0.02037598763
539	0.02037594391
540	0.02037590144
541	0.02037571743
542	0.02037566199
543	0.02037564673
544	0.02037555311
545	0.02037549243
546	0.02037543376
547	0.02037522675
548	0.02037483059
549	0.02037478444
550	0.02037478444
551	0.02037474566
552	0.02037400298
553	0.02037400904
554	0.0203739762
555	0.02037391938
556	0.02037385167
557	0.02037381202
558	0.02037379311
559	0.02037371166
560	0.02037367907
561	0.02037352254
562	0.02037321935
563	0.02037318436
564	0.0203731402
565	0.0203591082
566	0.02035900459
567	0.02035864493
568	0.02035853075
569	0.02035841291
570	0.0203583828
571	0.02035841419
572	0.02035836683
573	0.02035777574
574	0.02035765665
575	0.0203576001
576	0.0203566407
577	0.02035638063
578	0.02035638063
579	0.02035638063
580	0.02035638063
581	0.02035638063
582	0.02035638063
583	0.02035638063
584	0.02035638063
585	0.02035638063
586	0.02035621224
587	0.0203561213
588	0.02035605694
589	0.02035602471
590	0.02035565845
591	0.02035567433
592	0.02035566821
593	0.02035529803
594	0.02035531519
595	0.02035531519
596	0.02035527902
597	0.02035527575
598	0.02035529434
599	0.02035525525
600	0.02035511127
601	0.0203552129
602	0.0203547319
603	0.02035477745
604	0.02035472845
605	0.02035470443
606	0.02035466248
607	0.02035464317
608	0.02035460053
609	0.02035450159
610	0.02035450159
611	0.02035444363
612	0.02035440015
613	0.02035431671
614	0.02035431535
615	0.02035431535
616	0.02035406921
617	0.02035400764
618	0.02035395803
619	0.02035395803
620	0.0203538778
621	0.0203538778
622	0.02035378927
623	0.02035374927
624	0.02035364039
625	0.02035364039
626	0.02035362058
627	0.02035362058
628	0.02035352483
629	0.02035344266
630	0.02035340625
631	0.02035328052
632	0.02035328052
633	0.02035328052
634	0.02035250044
635	0.0203524851
636	0.02035233195
637	0.020352282
638	0.0203521892
639	0.02035214217
640	0.0203520485
641	0.02035203872
642	0.02035194971
643	0.0203519278
644	0.02035174954
645	0.02035152833
646	0.02035149687
647	0.02035124318
648	0.02035122209
649	0.02035117038
650	0.0203511659
651	0.02035108921
652	0.02035110083
653	0.02035108175
654	0.02035099361
655	0.02035090277
656	0.02035093156
657	0.02035079328
658	0.02035073936
659	0.02035062846
660	0.02035062383
661	0.02035059579
662	0.02035023943
663	0.02035008446
664	0.02035006448
665	0.02034986802
666	0.0203497897
667	0.02034981882
668	0.02034949741
669	0.02034939861
670	0.02034938258
671	0.02034928928
672	0.02034934149
673	0.02034917274
674	0.02034908583
675	0.02034907294
676	0.02034896796
677	0.02034854489
678	0.02034842346
679	0.02034838009
680	0.02034837953
681	0.02034840782
682	0.02034827226
683	0.0203482639
684	0.02034824709
685	0.02034813943
686	0.02034813443
687	0.02034799326
688	0.02034773474
689	0.02034771428
690	0.02034761314
691	0.02034753499
692	0.02034749644
693	0.02034748267
694	0.02034730056
695	0.02034731446
696	0.02034728567
697	0.02034720131
698	0.02034719258
699	0.02034708992
700	0.02034709536
701	0.02034703372
702	0.0203469489
703	0.02034698371
704	0.02034692543
705	0.02034697705
706	0.02034694959
707	0.02034681997
708	0.02034683356
709	0.02034679091
710	0.0203466535
711	0.02034655402
712	0.02034647057
713	0.02034601095
714	0.02034574588
715	0.02034576146
716	0.02034552843
717	0.02034547848
718	0.0203133772
719	0.02031335492
720	0.02031313432
721	0.02031310168
722	0.02031310518
723	0.02031301347
724	0.02031293067
725	0.02031283667
726	0.02031274781
727	0.02031274781
728	0.02031265789
729	0.02031258774
730	0.02031235045
731	0.02031238614
732	0.02031216411
733	0.02031209367
734	0.02031203605
735	0.02031196666
736	0.02031196262
737	0.02031179706
738	0.02031171216
739	0.02031173742
740	0.0203116005
741	0.02031158622
742	0.02031152056
743	0.02031143871
744	0.02031140437
745	0.02031144768
746	0.02031044927
747	0.02031031194
748	0.02031017744
749	0.02030894983
750	0.02030894983
751	0.02030881643
752	0.0203087784
753	0.02030851789
754	0.02030834261
755	0.0203083229
756	0.02030829765
757	0.02030816536
758	0.02030801379
759	0.0203078687
760	0.02030797598
761	0.02030786258
762	0.02030789858
763	0.02030778036
764	0.02030765306
765	0.02030763603
766	0.02030737472
767	0.02030738021
768	0.02030722214
769	0.02030709572
770	0.02030706908
771	0.02030687433
772	0.02030685982
773	0.02030670148
774	0.02030660606
775	0.02030649304
776	0.02030657861
777	0.02030633557
778	0.02030633557
779	0.02030599517
780	0.02030599127
781	0.02030592579
782	0.02030591617
783	0.02030488243
784	0.02030451121
785	0.02030449791
786	0.02030438629
787	0.02030419522
788	0.02030420419
789	0.02030413399
790	0.02030409217
791	0.02030401127
792	0.02030383974
793	0.02030381694
794	0.02030368339
795	0.02030351547
796	0.02030325304
797	0.02030324869
798	0.02030318212
799	0.02030303328
800	0.0203028553
801	0.02030271683
802	0.02030266948
803	0.02030265191
804	0.0203026285
805	0.02030258751
806	0.02030260563
807	0.02030254996
808	0.02030249023
809	0.02030248341
810	0.02030245218
811	0.02030237613
812	0.02030175697
813	0.02030170076
814	0.02030169998
815	0.02030163155
816	0.02030148732
817	0.02030134335
818	0.02030127513
819	0.02030109702
820	0.02030104944
821	0.02030088823
822	0.02030018593
823	0.02030018593
824	0.02030018593
825	0.02029997187
826	0.02029998848
827	0.02029997073
828	0.02029990038
829	0.02029988683
830	0.02029990035
831	0.02029976045
832	0.02029970412
833	0.02029968512
834	0.02029961891
835	0.02029940838
836	0.02029940838
837	0.02029940694
838	0.02029936709
839	0.02029931494
840	0.02029922911
841	0.02029918401
842	0.0202992013
843	0.02029896332
844	0.02029896561
845	0.02029892147
846	0.02029888316
847	0.02029876437
848	0.02029873869
849	0.02029845381
850	0.0202984152
851	0.02029834173
852	0.02029825257
853	0.02029805146
854	0.02029786107
855	0.02029781834
856	0.0202978497
857	0.02029761739
858	0.02029748053
859	0.02029693763
860	0.02029666042
861	0.02029635094
862	0.02029620441
863	0.02029621605
864	0.02029610137
865	0.02029609368
866	0.02029599287
867	0.02029588854
868	0.02029584784
869	0.02029584411
870	0.02029580036
871	0.0202957852
872	0.02029573405
873	0.02029569997
874	0.02029571429
875	0.02029563127
876	0.02029553789
877	0.0202954514
878	0.02029537687
879	0.02029533789
880	0.02029530442
881	0.02029520138
882	0.02029502621
883	0.02029478334
884	0.02029472941
885	0.02029465387
886	0.02029453895
887	0.02029451419
888	0.02029445881
889	0.02029449191
890	0.02029439261
891	0.02029440076
892	0.02029432608
893	0.0202943917
894	0.02029431585
895	0.02029425597
896	0.02029412907
897	0.02029401177
898	0.02029398206
899	0.02029386465
900	0.02029377065
901	0.02029372251
902	0.02029354487
903	0.02029330629
904	0.02029316039
905	0.02029308019
906	0.02029302313
907	0.02029295723
908	0.0202929367
909	0.02029287138
910	0.02029269315
911	0.02029264585
912	0.02029261647
913	0.02029250433
914	0.02029226797
915	0.02029195911
916	0.02029194001
917	0.02029186063
918	0.02029174884
919	0.0202917676
920	0.02029169616
921	0.02029139891
922	0.02029141757
923	0.0202913556
924	0.02029134662
925	0.02029124654
926	0.02029087244
927	0.02029074032
928	0.02029073678
929	0.02029072089
930	0.0202906578
931	0.02029055347
932	0.02029049417
933	0.02029056776
934	0.02029045797
935	0.02029027809
936	0.0202902244
937	0.02028976926
938	0.02028944691
939	0.02028945902
940	0.02028941718
941	0.02028928502
942	0.02028923951
943	0.02028895694
944	0.02028895763
945	0.0202888208
946	0.02028867175
947	0.02028857758
948	0.02028853977
949	0.02028832671
950	0.02028832844
951	0.02028810858
952	0.02028806691
953	0.02028800997
954	0.02028801665
955	0.020287451
956	0.02028743973
957	0.02028733585
958	0.0202871626
959	0.02028711388
960	0.02028712772
961	0.0202870104
962	0.02028697523
963	0.02028677476
964	0.02028679361
965	0.02028674471
966	0.02028661222
967	0.02028619456
968	0.02028614206
969	0.02028590121
970	0.0202857803
971	0.02028548436
972	0.02028538507
973	0.02028513955
974	0.02028500679
975	0.02028493889
976	0.02028432511
977	0.0202839979
978	0.02028402999
979	0.0202840115
980	0.02028392871
981	0.02028385157
982	0.02028374586
983	0.02028358146
984	0.02028353787
985	0.02028356474
986	0.02028347411
987	0.02028292113
988	0.02028279269
989	0.02028271389
990	0.02028251447
991	0.02028243797
992	0.02028248341
993	0.02028233713
994	0.02028213126
995	0.02028209013
996	0.02028197761
997	0.0202819049
998	0.02028190501
999	0.02028145106
